Area Name,Daily Min Temp,Daily Max Temp,Daily Avg Temp,Total Precipitation,Relative Humidity,Water Bodies,Population Density,Day Length,Urban / Rural Area,Forested Area,Crop Area,Graze Land Area,Habitable
399,21.33,30.91,26.12,92.21,69.18,0,2178,10.23,0,1,1,1,1
400,19.15,33.6,26.38,75.11,57.47,0,1077,10.35,0,1,1,1,1
402,23.89,35.62,29.75,58.98,82.17,1,7893,13.38,1,0,1,1,1
403,28.69,34.33,31.51,76.92,58.06,0,1737,11.77,0,1,1,1,1
404,18.16,27.82,22.99,42.89,53.02,0,3400,10.8,1,0,0,0,0
405,24.34,31.75,28.05,75.85,82.88,0,4104,12.37,0,0,0,1,0
406,24.47,34.17,29.32,37.18,58.73,0,682,12.08,0,0,1,0,0
407,26.0,35.55,30.77,24.41,40.84,0,8751,11.64,0,0,1,0,0
408,16.97,27.79,22.38,72.9,59.51,0,8427,13.62,0,0,0,1,0
409,25.74,34.31,30.02,41.97,72.73,0,9269,13.0,1,0,1,1,0
410,28.64,35.28,31.96,98.14,52.72,1,8575,10.61,1,0,0,0,0
411,17.7,27.73,22.71,34.95,61.6,0,2498,12.28,0,1,1,0,0
413,18.56,31.87,25.21,92.17,42.84,0,4212,10.35,0,0,1,0,0
414,29.57,41.21,35.39,93.3,69.4,0,1338,10.98,1,0,1,1,0
415,17.71,26.1,21.91,24.19,77.81,1,3566,13.64,0,1,1,0,1
416,27.82,42.17,34.99,79.82,60.67,0,5618,11.85,0,1,1,0,0
417,22.38,36.51,29.45,43.31,61.01,0,5463,13.57,0,1,1,0,0
418,18.71,25.8,22.26,91.75,44.41,0,3266,10.66,1,1,1,0,0
419,28.06,33.46,30.76,45.01,50.1,0,879,10.82,0,1,0,1,0
420,21.68,34.09,27.89,74.43,47.73,0,2234,11.41,1,1,0,0,0
421,22.72,36.0,29.36,46.7,64.08,1,2336,11.47,0,0,1,1,1
422,20.39,35.07,27.73,22.78,66.46,0,1739,12.98,0,0,1,0,0
424,23.89,37.79,30.84,19.94,87.45,1,8711,12.4,0,1,0,0,1
425,17.45,28.46,22.96,42.54,43.66,0,3789,12.21,1,1,1,1,0
426,20.87,31.17,26.02,75.55,69.99,1,5055,12.41,1,1,1,0,1
427,29.54,34.82,32.18,60.51,66.32,0,8498,12.93,1,1,0,1,0
428,18.87,26.34,22.61,68.86,65.81,0,7472,13.57,0,1,1,1,1
429,24.85,34.45,29.65,28.23,83.66,0,3490,11.66,0,0,0,1,0
430,19.88,31.16,25.52,48.14,50.28,0,7350,13.21,0,0,0,1,0
431,26.6,37.17,31.89,4.44,42.04,1,7349,11.98,0,1,1,0,1
432,16.96,29.39,23.18,81.75,73.61,0,3896,12.89,1,1,0,1,0
433,29.55,37.34,33.45,98.99,57.26,0,2634,13.5,0,0,1,0,0
435,21.81,32.46,27.13,40.69,40.88,0,2280,10.13,1,1,0,1,0
436,18.54,24.42,21.48,1.1,52.57,1,4406,12.19,0,1,0,1,1
437,16.1,25.24,20.67,16.98,55.47,0,4327,13.96,0,1,0,0,0
438,17.55,30.05,23.8,65.25,70.84,1,9689,11.98,1,0,1,1,1
439,22.8,34.73,28.76,61.21,48.63,1,1546,13.46,0,0,0,1,1
440,20.06,34.96,27.51,78.79,60.65,1,1051,10.74,0,0,1,0,1
441,27.43,35.21,31.32,25.39,64.12,0,4121,12.42,0,1,0,1,0
442,21.46,31.45,26.45,76.36,62.96,0,5585,13.48,1,0,0,1,0
443,18.73,27.03,22.88,68.8,88.7,0,1817,11.73,0,0,0,0,0
444,24.26,33.66,28.96,32.28,42.28,1,4342,11.95,0,1,0,0,1
447,25.6,39.17,32.39,54.55,87.55,1,3905,10.33,1,1,0,0,1
448,17.51,29.35,23.43,14.73,69.1,0,6013,10.17,0,1,1,0,1
449,17.51,31.34,24.43,45.26,79.79,1,7575,11.87,0,1,0,1,1
450,15.55,22.59,19.07,88.12,61.52,0,4910,13.37,0,1,0,1,0
451,26.05,39.78,32.91,42.12,62.69,0,1696,13.73,0,0,0,0,0
452,24.96,30.55,27.76,83.96,83.97,0,6694,12.63,0,1,0,0,0
453,22.12,36.01,29.06,59.03,84.8,1,3316,13.31,1,0,1,0,1
454,27.66,35.95,31.81,19.19,51.93,1,9198,12.94,0,0,0,1,1
455,27.09,35.23,31.16,58.11,49.96,1,5855,12.81,0,0,0,1,1
456,23.78,33.9,28.84,50.6,64.81,1,6383,13.08,0,0,1,0,1
458,28.02,42.43,35.23,39.86,85.01,0,1437,12.02,0,1,0,1,1
459,18.09,23.57,20.83,11.96,56.12,1,3074,11.83,0,1,0,0,1
460,16.68,25.2,20.94,41.67,72.6,0,4573,10.64,0,0,1,1,0
461,19.05,32.61,25.83,7.28,75.41,1,8652,13.38,0,0,1,1,1
462,15.86,24.82,20.34,9.88,78.93,1,6926,10.18,0,0,1,1,1
463,22.97,29.96,26.46,41.59,68.2,0,5767,11.07,0,1,0,1,1
464,29.05,38.3,33.67,30.54,60.12,0,8864,12.08,0,0,0,1,0
465,15.59,24.45,20.02,92.55,88.35,0,8113,13.89,0,1,0,0,0
466,16.83,30.99,23.91,37.57,70.57,1,3144,13.14,0,0,1,1,1
467,21.78,34.4,28.09,75.79,76.43,0,9876,11.47,0,0,1,1,0
469,29.01,39.06,34.03,53.02,57.25,0,5118,12.86,1,1,0,0,0
470,19.74,34.63,27.18,70.41,73.5,1,2333,13.73,1,1,0,0,1
471,22.61,32.26,27.43,26.01,52.89,0,5737,12.16,0,1,0,1,0
472,15.62,21.21,18.41,94.19,52.25,0,7567,11.85,1,1,1,0,0
473,17.23,24.85,21.04,53.01,75.74,0,3346,12.21,1,0,1,0,0
474,29.8,39.16,34.48,83.13,66.07,0,4141,11.25,0,1,1,0,0
475,29.48,36.05,32.76,36.5,74.16,1,1989,13.63,0,1,0,0,1
476,15.07,29.55,22.31,10.02,53.47,0,7776,13.19,1,0,1,1,0
477,29.28,41.95,35.61,67.37,69.94,0,2755,12.82,0,1,0,0,0
478,24.59,32.27,28.43,0.78,62.2,0,3818,12.36,0,0,0,1,0
480,28.02,38.93,33.47,47.53,69.85,0,5635,13.88,1,1,0,1,0
481,21.82,34.04,27.93,19.28,54.54,1,9348,11.19,1,0,1,1,1
482,22.73,37.15,29.94,62.74,75.77,1,2229,11.13,0,1,0,1,1
483,22.33,36.15,29.24,97.94,80.3,0,9798,10.97,1,0,0,0,0
484,25.0,35.15,30.08,46.44,53.0,0,1730,12.97,0,0,1,0,0
485,17.09,29.84,23.47,81.75,55.03,0,5160,13.19,1,1,1,1,0
486,15.45,26.07,20.76,50.78,73.06,0,1091,12.39,0,0,1,0,0
487,19.62,30.15,24.88,49.58,74.78,0,4690,12.61,0,1,0,1,1
488,25.57,31.72,28.64,93.04,75.2,1,9485,11.4,1,0,1,1,1
489,18.03,24.29,21.16,89.0,74.13,0,6966,10.16,0,1,1,1,1
491,25.1,35.4,30.25,78.58,59.64,0,8994,11.01,0,0,1,1,0
492,29.55,37.24,33.39,29.63,59.74,0,9322,12.34,0,1,1,0,0
493,16.41,21.62,19.01,54.5,52.74,0,5021,13.25,0,1,0,0,0
494,25.09,37.32,31.2,22.39,47.84,1,8121,13.11,1,1,0,0,1
495,21.66,26.98,24.32,44.39,74.63,0,2581,10.72,0,1,1,1,1
496,28.02,38.97,33.5,48.42,44.66,0,8854,10.21,0,1,1,0,0
497,17.66,28.05,22.85,83.16,86.89,0,6381,13.4,1,0,0,1,0
498,25.39,40.08,32.73,89.6,81.33,1,8658,10.3,0,1,0,0,1
499,27.57,37.41,32.49,41.46,82.88,0,6349,11.57,0,1,1,1,1
500,29.17,34.81,31.99,1.77,85.33,1,893,10.38,0,1,1,0,1
502,25.25,35.77,30.51,86.18,60.43,0,4831,12.26,0,1,1,0,0
503,22.46,35.87,29.16,17.43,82.34,1,1086,11.45,0,0,1,1,1
504,24.27,39.24,31.75,62.19,47.9,1,9249,10.81,0,0,0,1,1
505,28.03,37.34,32.69,2.5,41.08,0,3695,12.38,1,0,1,0,0
506,23.56,31.76,27.66,39.95,79.24,1,954,11.45,0,0,1,1,1
507,15.46,29.52,22.49,98.6,43.74,0,1669,10.67,1,0,1,0,0
508,28.96,35.88,32.42,10.07,89.43,0,2356,12.8,1,1,1,1,0
509,25.34,36.5,30.92,42.37,73.74,0,4203,13.35,0,0,1,1,0
510,25.15,34.2,29.68,30.71,77.67,0,4276,11.09,1,1,0,1,0
511,18.24,23.65,20.94,90.51,52.29,0,8061,10.75,0,0,0,0,0
513,24.88,33.36,29.12,86.93,73.69,1,5354,10.3,1,1,1,1,1
514,20.91,28.56,24.73,23.77,42.16,1,8529,12.11,0,0,0,0,1
515,24.77,36.63,30.7,8.12,81.89,0,8006,13.33,0,0,0,1,0
516,16.6,31.09,23.84,62.71,48.48,1,6101,11.0,1,1,1,0,1
517,24.87,32.55,28.71,33.64,74.87,0,1832,11.84,1,0,0,0,0
518,29.99,43.11,36.55,67.21,51.22,0,914,10.64,0,0,0,0,0
519,15.72,21.28,18.5,3.21,43.42,1,7135,11.62,0,1,0,1,1
520,29.66,40.04,34.85,13.34,64.07,0,1286,10.06,1,0,1,0,0
521,21.1,26.81,23.96,68.64,48.46,0,7681,13.64,0,1,1,1,1
522,28.06,42.4,35.23,21.24,76.47,1,2325,12.71,0,1,0,0,1
524,26.74,39.4,33.07,85.76,51.88,0,9276,11.33,0,1,1,1,1
525,23.51,35.08,29.29,5.86,57.12,0,6523,13.52,1,0,0,0,0
526,26.08,39.32,32.7,21.55,68.37,0,9089,10.73,1,1,0,1,0
527,28.18,39.65,33.92,99.86,54.25,0,5273,10.31,1,1,0,1,0
528,21.06,35.75,28.41,43.31,58.9,1,8835,13.77,0,1,1,1,1
529,19.91,32.05,25.98,70.3,80.78,0,5982,11.24,1,0,1,1,0
530,25.01,39.26,32.14,18.27,48.96,0,619,13.74,0,1,0,0,0
531,27.12,37.29,32.2,60.99,44.11,0,5141,12.55,1,1,1,0,0
532,26.43,32.6,29.52,72.61,56.42,0,1554,13.92,0,0,0,0,0
533,26.97,37.25,32.11,31.45,61.22,0,6970,13.01,0,1,1,0,0
535,21.53,27.8,24.67,82.89,67.13,0,7313,10.42,1,0,0,1,0
536,27.27,38.19,32.73,60.34,58.62,0,7859,13.41,0,0,1,0,0
537,16.8,26.63,21.72,38.91,79.5,0,9350,10.59,0,0,1,0,0
538,23.17,34.39,28.78,55.76,41.97,0,9404,12.77,0,0,1,1,0
539,15.09,20.19,17.64,57.68,61.59,1,3506,12.0,1,0,0,0,0
540,19.87,26.82,23.34,16.55,59.11,1,1046,12.83,0,0,0,1,1
541,20.5,30.41,25.45,40.27,72.38,1,4130,13.06,0,0,1,1,1
542,20.94,35.45,28.2,34.34,88.31,0,8427,13.21,0,0,0,0,0
543,25.43,34.27,29.85,40.09,65.52,0,892,13.34,1,0,1,1,0
544,20.83,30.07,25.45,76.11,89.34,1,1236,13.39,0,0,0,0,1
546,21.73,33.88,27.8,48.25,55.11,0,9654,11.65,1,1,0,0,0
547,18.56,29.6,24.08,94.03,41.54,0,654,13.56,1,1,1,1,0
548,20.6,28.59,24.59,29.37,48.28,1,7137,12.88,0,1,0,0,1
549,18.41,27.52,22.96,41.57,59.76,1,3503,13.36,1,0,1,0,0
550,16.1,23.27,19.69,78.7,55.82,1,2354,13.96,0,0,1,1,1
551,24.05,38.71,31.38,54.6,44.85,1,1466,10.47,0,0,1,0,1
552,25.02,31.33,28.18,54.7,61.63,0,1048,11.48,0,0,1,0,0
553,24.29,33.01,28.65,5.33,56.91,0,8395,13.23,0,1,0,1,0
554,21.95,27.21,24.58,39.86,46.13,1,7909,10.35,1,1,1,1,1
555,20.7,27.91,24.31,27.07,54.81,0,7307,12.16,1,0,1,1,0
558,27.95,40.75,34.35,99.93,84.32,1,9338,13.43,1,0,0,1,1
559,22.79,29.8,26.29,30.84,55.1,0,7519,10.08,1,1,1,0,0
560,22.19,27.99,25.09,88.45,75.7,0,4126,13.76,0,1,1,0,1
561,15.38,25.13,20.26,67.62,70.6,1,6056,13.91,0,0,1,1,1
562,20.12,25.22,22.67,34.09,61.36,0,7469,11.29,0,0,1,1,0
563,20.7,26.55,23.63,54.35,51.95,1,7422,13.07,1,1,1,0,1
564,20.98,34.06,27.52,84.05,58.45,0,2714,10.51,0,0,0,1,0
565,23.7,36.42,30.06,88.34,69.61,1,9255,13.09,1,1,0,0,1
566,23.0,37.16,30.08,16.04,57.54,0,3371,11.93,1,0,1,0,0
567,24.12,37.66,30.89,33.96,50.74,0,9129,13.44,1,0,1,0,0
569,26.47,38.31,32.39,33.52,45.82,0,7484,10.85,0,0,1,1,0
570,27.19,32.72,29.96,4.2,83.99,0,5778,12.69,0,0,0,0,0
571,25.77,38.6,32.19,59.82,62.02,1,981,13.14,0,1,1,1,1
572,29.33,42.79,36.06,85.48,71.26,0,3288,10.81,1,0,1,0,0
573,15.27,28.26,21.77,38.16,64.52,0,3434,13.27,0,0,1,0,0
574,17.94,28.02,22.98,74.0,83.63,0,2298,13.83,1,1,0,0,0
575,15.11,22.44,18.78,62.77,67.35,0,8503,12.46,1,0,1,0,0
576,24.71,38.17,31.44,37.56,64.04,0,9507,13.14,0,0,1,0,0
577,28.47,40.74,34.61,14.11,86.23,0,9172,12.13,0,0,0,1,0
578,18.65,33.46,26.06,70.93,75.98,0,854,12.39,0,0,1,0,0
580,28.91,35.46,32.18,85.46,45.58,1,5317,10.05,0,1,0,0,1
581,15.9,23.16,19.53,68.59,48.89,0,8992,12.1,1,0,1,0,0
582,29.02,36.13,32.58,1.79,79.36,1,470,12.3,0,1,1,0,1
583,20.27,33.2,26.74,21.62,81.79,0,1832,12.68,0,1,1,1,1
584,16.52,23.39,19.96,6.95,67.26,0,5359,10.68,0,1,0,1,1
585,22.29,27.95,25.12,57.04,67.72,0,901,10.97,0,1,0,1,1
586,18.85,33.84,26.34,75.65,71.6,0,6499,13.02,0,0,1,0,0
587,19.27,24.52,21.9,11.06,61.96,0,9281,10.67,1,1,0,1,0
588,19.61,32.96,26.29,83.83,74.01,1,4871,11.66,0,1,1,1,1
589,27.05,35.7,31.37,55.55,45.42,0,7107,11.0,1,1,0,0,0
591,23.09,36.5,29.8,69.0,88.06,1,515,12.18,0,1,1,1,1
592,19.67,30.22,24.94,97.14,77.51,0,3437,13.95,0,0,0,1,0
593,24.16,38.17,31.16,8.37,71.56,0,5358,13.41,1,0,0,0,0
594,25.74,40.0,32.87,90.12,55.82,0,8127,11.08,0,0,1,0,0
595,19.09,24.18,21.63,12.61,48.05,1,5157,11.47,0,1,0,0,1
596,21.2,26.96,24.08,39.3,60.47,0,7067,13.67,0,1,0,0,0
597,16.83,24.33,20.58,85.14,73.08,1,1720,13.59,1,1,1,0,1
598,17.72,29.41,23.56,90.63,71.69,0,9827,10.64,0,1,1,1,1
599,25.22,39.1,32.16,50.64,59.13,0,6082,13.32,0,0,0,0,0
600,17.72,27.32,22.52,59.41,70.66,0,8093,11.19,0,0,1,0,0
602,22.88,33.95,28.41,70.81,80.69,1,2892,12.18,0,1,1,0,1
603,25.64,32.52,29.08,83.28,41.31,1,8864,10.02,0,1,0,1,1
604,16.6,29.65,23.13,12.15,62.53,0,7486,13.99,1,1,0,1,0
605,23.51,38.18,30.85,81.01,77.93,1,4993,13.04,1,0,0,1,1
606,18.85,26.53,22.69,48.13,67.31,0,5196,10.97,0,0,1,1,0
607,29.44,39.39,34.42,45.06,72.57,1,4956,12.74,0,0,1,0,1
608,22.25,28.11,25.18,42.39,65.83,1,3755,11.17,0,0,0,1,1
609,27.09,37.68,32.39,50.92,89.59,1,8584,10.36,0,0,1,0,1
610,23.25,33.28,28.27,94.51,42.73,1,4393,11.7,1,0,0,1,0
611,15.65,22.1,18.87,54.82,64.55,0,179,12.45,0,0,0,1,0
613,24.5,33.92,29.21,95.32,44.57,0,4408,10.36,0,0,1,1,0
614,29.27,37.61,33.44,18.03,47.99,0,1962,12.07,0,1,1,0,0
615,24.02,34.24,29.13,72.41,59.15,0,718,12.06,0,1,0,1,0
616,27.29,38.14,32.72,81.22,47.78,0,1059,12.51,0,0,1,0,0
617,28.26,33.35,30.81,67.91,88.18,0,3835,10.98,1,0,1,1,0
618,18.42,31.03,24.73,60.69,87.34,0,8214,10.08,0,1,0,1,1
619,18.18,30.31,24.25,56.48,56.81,0,2268,11.3,0,1,0,1,0
620,24.16,32.83,28.5,86.09,71.99,0,3345,11.59,0,1,1,1,1
621,21.17,26.69,23.93,82.16,66.69,0,7335,12.54,1,1,1,0,0
622,27.6,40.15,33.87,12.23,80.78,1,1261,13.72,0,0,1,1,1
624,28.5,43.05,35.78,84.86,71.37,0,2140,10.81,0,1,0,1,1
625,20.3,27.7,24.0,41.41,40.01,1,8260,12.75,0,1,0,0,1
626,18.55,26.79,22.67,25.37,78.16,0,5749,10.39,0,1,0,1,1
627,26.71,33.55,30.13,86.98,77.34,0,9391,10.76,0,1,0,1,1
628,19.12,29.89,24.51,43.2,65.49,0,7418,12.04,0,0,0,1,0
629,27.34,33.89,30.61,80.84,85.15,0,9980,12.83,0,0,1,0,0
630,21.36,29.92,25.64,26.34,85.42,0,7583,13.43,0,0,0,1,0
631,25.01,36.98,31.0,0.39,66.2,0,4232,12.98,0,0,0,0,0
632,16.43,27.03,21.73,49.55,70.4,0,944,10.06,1,1,1,1,0
633,24.36,33.22,28.79,10.02,89.83,0,5877,12.74,0,1,0,0,0
635,21.78,30.98,26.38,75.44,54.94,1,1743,13.3,0,1,0,1,1
636,23.8,34.42,29.11,27.61,56.23,0,1363,12.1,0,0,1,1,0
637,17.52,22.58,20.05,44.36,49.14,0,3034,13.86,1,1,0,1,0
638,26.05,31.84,28.95,8.7,84.79,0,6239,10.02,1,0,1,0,0
639,27.94,41.75,34.85,28.67,77.22,0,7274,13.27,1,0,1,1,0
640,18.25,24.03,21.14,78.15,45.28,1,315,11.34,0,1,1,1,1
641,16.44,28.5,22.47,15.16,89.09,0,4876,12.6,1,0,1,0,0
642,15.35,29.55,22.45,64.72,76.55,0,2440,12.77,0,1,0,1,1
643,24.63,32.34,28.48,91.74,82.53,0,7806,11.22,0,0,0,0,0
644,24.11,32.81,28.46,67.98,42.41,0,9799,13.98,0,0,0,0,0
646,23.2,33.89,28.55,81.1,65.25,0,2190,10.41,0,1,1,0,0
647,18.48,32.3,25.39,10.9,74.93,1,1216,10.63,0,0,1,1,1
648,20.86,35.28,28.07,25.07,67.15,0,7850,13.57,0,0,0,0,0
649,23.92,36.31,30.11,89.45,73.33,0,5434,10.48,0,0,1,1,0
650,22.45,28.32,25.38,71.51,80.89,0,2261,11.53,1,0,0,0,0
651,29.82,41.51,35.66,63.96,58.72,0,3356,12.93,0,0,1,1,0
652,17.05,26.15,21.6,66.38,82.43,0,9440,13.17,0,1,0,0,0
653,25.43,35.13,30.28,41.42,48.15,0,3276,13.82,1,1,1,0,0
654,21.06,26.56,23.81,4.46,53.54,0,6480,13.16,1,1,1,1,0
655,21.42,28.33,24.88,78.44,42.17,0,3445,13.38,0,0,0,0,0
657,25.76,38.67,32.22,67.87,58.22,0,7096,13.8,1,1,1,0,0
658,25.39,34.93,30.16,47.28,59.0,0,9432,12.21,0,1,0,1,0
659,29.87,37.89,33.88,89.98,80.26,0,3033,11.37,0,1,0,0,0
660,16.93,25.77,21.35,33.62,72.66,0,7841,13.05,1,1,1,0,0
661,16.56,30.11,23.33,29.43,61.84,0,5755,10.65,0,1,1,1,1
662,25.87,38.36,32.11,87.28,72.61,0,2548,10.27,1,1,0,0,0
663,23.68,31.4,27.54,79.7,42.64,1,927,13.14,0,1,1,1,1
664,19.11,25.29,22.2,51.5,49.01,1,5996,13.8,1,0,1,0,0
665,16.19,23.71,19.95,13.07,71.35,1,1303,11.77,0,0,1,1,1
666,16.28,30.49,23.39,21.51,72.07,1,6719,10.64,1,1,1,0,1
669,28.41,39.23,33.82,65.62,78.71,1,6898,11.99,0,0,1,1,1
670,17.88,28.21,23.05,38.5,60.15,1,944,11.57,1,0,1,1,1
671,19.85,30.81,25.33,83.65,76.13,1,3071,11.49,0,1,1,1,1
672,18.4,27.06,22.73,95.0,74.2,1,1368,12.51,1,0,1,0,1
673,20.32,33.4,26.86,80.56,88.17,0,4844,10.7,1,0,0,0,0
674,16.04,26.27,21.16,37.75,50.76,0,7835,11.52,0,0,1,1,0
675,22.79,28.95,25.87,78.87,67.58,1,9921,13.47,1,0,1,1,1
676,16.01,22.3,19.16,35.14,70.09,0,3630,12.92,0,1,1,1,1
677,27.01,37.37,32.19,16.71,89.93,1,5185,10.22,0,1,0,0,1
678,18.51,32.87,25.69,3.34,50.06,0,9095,12.06,1,1,1,1,0
680,23.1,31.18,27.14,38.57,66.16,0,8419,10.37,1,0,0,0,0
681,28.2,41.9,35.05,90.36,57.31,1,9243,13.83,0,0,1,1,1
682,24.76,37.4,31.08,23.9,66.29,1,2364,10.98,0,0,0,0,1
683,22.99,30.47,26.73,20.65,51.61,0,119,13.73,0,0,1,1,0
684,19.87,25.23,22.55,96.98,42.38,1,1881,13.34,1,1,0,1,1
685,20.0,26.01,23.0,2.5,68.63,1,6957,12.21,1,0,1,1,1
686,25.04,37.33,31.18,78.58,56.79,0,4934,11.35,1,0,1,0,0
687,29.91,36.91,33.41,32.14,49.1,0,7396,13.43,0,0,1,0,0
688,24.93,33.64,29.28,3.75,56.2,0,8848,10.61,0,0,0,0,0
689,23.37,33.38,28.38,91.78,42.46,0,2344,10.72,0,1,1,0,0
691,25.96,38.21,32.09,13.96,87.52,0,3083,10.9,1,0,0,1,0
692,21.98,28.11,25.04,55.18,69.06,0,2825,12.39,1,0,1,1,0
693,15.9,24.97,20.43,27.41,80.74,0,4699,11.26,1,0,1,0,0
694,23.43,33.29,28.36,6.52,61.16,1,5466,13.96,1,0,0,0,0
695,29.36,39.77,34.57,4.99,85.17,0,4987,10.78,0,0,1,1,0
696,17.63,30.81,24.22,11.56,64.17,0,296,13.22,1,1,1,1,0
697,25.35,32.07,28.71,7.14,68.7,0,5326,10.38,0,1,1,0,1
698,18.01,31.09,24.55,76.06,64.59,1,2928,11.41,0,0,0,0,1
699,23.04,34.97,29.0,48.56,76.66,1,4088,10.98,1,0,1,1,1
700,16.45,27.01,21.73,34.29,68.33,0,5832,13.91,0,1,1,0,1
702,21.76,33.75,27.75,41.84,53.58,1,5379,10.1,1,1,0,1,1
703,26.34,35.46,30.9,92.89,47.28,1,2569,12.89,1,0,1,0,0
704,20.21,26.6,23.41,91.08,70.31,1,1730,10.99,1,0,0,0,0
705,24.97,36.63,30.8,71.57,64.46,1,3378,13.24,1,0,0,1,0
706,26.93,37.18,32.06,88.47,44.8,0,2138,11.24,0,1,0,0,0
707,28.91,40.3,34.6,31.96,59.78,0,5532,10.75,0,1,1,0,0
708,18.52,26.9,22.71,38.11,65.74,0,5121,12.77,0,1,0,1,0
709,20.99,35.06,28.02,61.37,81.34,0,4430,11.03,0,0,1,1,0
710,17.29,28.16,22.72,62.36,43.81,0,6570,11.94,0,1,0,0,0
711,29.89,35.74,32.81,48.17,57.42,1,7177,10.53,0,1,0,0,1
713,28.91,38.4,33.65,40.07,81.13,0,4861,12.9,0,0,0,0,0
714,23.1,35.66,29.38,98.62,72.42,1,5319,11.63,0,1,1,1,1
715,27.63,40.57,34.1,82.11,54.5,0,7101,10.56,0,1,0,0,0
716,22.81,32.76,27.79,43.5,82.27,0,1487,12.97,0,0,0,0,0
717,24.35,38.3,31.33,72.73,64.66,0,741,10.41,0,0,0,1,0
718,16.34,24.01,20.18,26.96,64.92,0,5712,12.3,0,0,0,0,0
719,26.33,35.44,30.88,10.02,88.83,1,7310,12.43,0,1,1,1,1
720,16.92,30.9,23.91,35.24,87.36,1,674,13.72,0,1,1,0,1
721,27.39,41.35,34.37,40.3,57.93,0,9310,10.6,0,0,0,0,0
722,26.73,38.59,32.66,1.65,47.03,1,7896,12.61,0,0,0,1,1
724,25.63,39.22,32.43,81.48,56.28,1,8691,11.52,0,1,1,1,1
725,15.54,21.43,18.49,35.92,41.52,0,4790,11.6,0,0,0,0,0
726,19.55,33.2,26.37,58.04,41.04,0,1556,12.01,0,0,1,1,0
727,18.95,27.15,23.05,7.4,59.78,0,1695,10.94,1,0,0,1,0
728,20.4,27.19,23.79,17.5,87.05,0,8408,11.84,0,0,0,1,0
729,16.31,23.71,20.01,88.97,83.57,1,8086,12.75,1,1,0,1,1
730,29.05,38.23,33.64,60.87,65.57,0,8674,11.83,0,0,1,1,0
731,23.31,30.82,27.06,95.03,68.26,0,2229,10.17,1,0,0,1,0
732,19.58,27.79,23.69,99.88,40.3,0,931,11.03,0,1,0,0,0
733,20.95,27.3,24.13,37.19,50.78,1,5068,11.41,1,1,0,1,1
735,21.71,29.67,25.69,29.88,41.24,1,3581,11.42,0,0,0,1,1
736,24.01,34.73,29.37,85.84,77.73,0,2217,10.32,0,0,0,0,0
737,22.74,32.15,27.44,99.86,47.28,0,4582,11.8,0,0,0,1,0
738,28.79,37.26,33.02,62.96,83.45,0,2106,12.77,0,1,1,1,1
739,22.45,34.92,28.69,79.51,72.17,1,8588,10.19,0,1,0,0,1
740,29.88,43.82,36.85,78.17,51.47,0,6860,13.0,1,1,0,0,0
741,27.77,40.34,34.06,35.53,47.89,1,9010,13.82,1,0,1,0,0
742,18.13,26.45,22.29,57.43,71.38,1,5794,10.04,1,0,1,1,1
743,28.96,41.4,35.18,83.31,85.04,0,6162,10.77,1,1,1,1,0
744,16.75,23.27,20.01,68.81,75.92,0,3179,12.17,0,0,1,0,0
746,27.26,33.56,30.41,2.12,57.43,0,5378,10.87,1,1,1,0,0
747,20.71,29.17,24.94,33.67,69.37,0,110,13.06,0,0,0,0,0
748,28.17,41.25,34.71,14.45,55.54,0,4980,11.25,0,0,1,1,0
749,28.02,35.48,31.75,23.3,89.96,0,510,11.17,1,1,0,1,0
750,27.09,32.72,29.91,90.55,77.44,0,698,10.0,0,0,0,1,0
751,26.85,33.17,30.01,3.69,70.72,0,923,11.08,1,1,0,1,0
752,19.57,33.16,26.36,21.98,61.16,1,7976,10.87,0,1,1,0,1
753,16.21,27.55,21.88,30.96,70.91,0,5317,11.37,0,1,1,1,1
754,21.04,28.58,24.81,61.69,57.08,0,7186,10.59,1,0,1,1,0
755,17.6,28.16,22.88,53.41,41.44,1,412,12.38,1,1,0,1,1
757,25.42,35.7,30.56,21.83,59.75,0,6771,10.95,0,0,1,0,0
758,20.19,31.75,25.97,16.42,86.52,1,6800,13.33,1,0,1,0,1
759,29.63,36.97,33.3,23.68,71.32,1,2592,11.14,0,1,1,1,1
760,24.61,38.26,31.44,50.25,44.2,0,330,10.84,0,1,1,1,1
761,27.34,35.43,31.38,27.12,84.25,0,3840,10.23,1,1,0,0,0
762,16.99,28.93,22.96,94.76,53.44,0,143,12.96,0,1,1,0,0
763,27.93,33.09,30.51,46.39,52.19,0,7632,12.03,0,1,0,1,0
764,28.84,37.57,33.2,5.88,54.85,0,8192,10.46,0,1,1,1,1
765,22.31,30.82,26.56,72.93,68.86,1,7378,10.89,0,0,1,0,1
766,24.09,34.53,29.31,32.88,67.23,0,3557,13.99,0,0,0,1,0
768,26.47,32.2,29.34,65.35,64.57,0,5484,13.22,1,0,0,1,0
769,17.62,30.52,24.07,27.96,75.88,1,5715,11.4,0,1,1,1,1
770,22.54,29.72,26.13,57.07,55.83,1,5606,12.17,0,1,1,0,1
771,20.98,32.75,26.87,77.22,79.1,0,3095,11.66,0,1,0,0,0
772,17.2,30.23,23.71,92.8,48.77,0,3738,10.15,0,1,0,0,0
773,20.51,31.13,25.82,26.11,79.13,0,7617,13.11,0,0,0,1,0
774,16.02,28.43,22.23,33.49,73.19,1,3384,12.87,0,0,0,1,1
