Area Name,Daily Min Temp,Daily Max Temp,Daily Avg Temp,Total Precipitation,Relative Humidity,Water Bodies,Population Density,Day Length,Urban / Rural Area,Forested Area,Crop Area,Graze Land Area,Habitable
Area 944,27.45,41.24,34.34,32.0,47.11,0,3224,13.42,0,1,1,1,1
Area 945,18.1,32.75,25.42,33.95,52.97,1,1853,13.15,0,1,1,0,1
Area 946,15.16,23.58,19.37,68.02,67.31,0,8286,13.39,1,1,0,0,0
Area 947,17.05,25.44,21.25,5.81,51.88,1,5199,13.0,0,1,1,1,1
Area 948,28.5,33.57,31.04,92.91,73.96,0,4435,13.75,0,1,1,0,1
Area 949,28.11,39.91,34.01,22.25,64.57,0,3385,12.31,1,1,1,1,0
Area 950,23.96,37.22,30.59,99.97,78.6,0,8652,12.33,0,0,0,0,0
Area 951,24.01,30.47,27.24,17.15,87.41,1,9025,13.44,1,0,1,0,1
Area 952,24.98,31.57,28.27,77.15,45.79,1,951,11.4,1,0,1,1,1
Area 953,17.63,30.53,24.08,22.34,56.73,1,959,10.2,1,0,0,1,0
Area 954,28.72,39.88,34.3,8.08,55.98,0,1450,13.0,0,0,0,1,0
Area 955,21.28,26.73,24.01,87.49,47.56,0,5018,11.02,0,1,0,1,0
Area 956,20.75,31.97,26.36,85.88,80.52,1,5830,11.9,1,1,1,1,1
Area 957,22.78,30.87,26.83,40.36,77.99,0,426,10.96,0,1,0,1,1
Area 958,15.7,24.39,20.05,70.24,64.22,1,2220,13.31,1,0,1,1,1
Area 959,17.49,30.19,23.84,55.71,66.89,0,1093,13.83,1,0,0,1,0
Area 960,26.07,39.18,32.63,85.3,42.98,0,5475,10.22,0,0,0,0,0
Area 961,16.24,25.25,20.74,31.51,67.78,1,1866,10.93,1,1,1,1,1
Area 962,24.05,38.52,31.28,52.37,79.57,0,9472,10.76,0,1,0,0,0
Area 963,18.68,27.74,23.21,48.54,68.69,1,2064,12.69,0,1,1,1,1
Area 964,20.84,33.56,27.2,35.39,53.27,0,6701,11.71,0,0,0,1,0
Area 965,19.33,29.17,24.25,89.15,73.38,1,2881,11.83,1,0,0,0,0
Area 966,20.34,34.31,27.32,16.59,58.07,0,7119,10.63,1,1,0,0,0
Area 967,25.79,39.86,32.82,14.95,67.24,1,3005,11.66,0,0,1,0,1
Area 968,19.46,25.33,22.39,57.69,64.38,0,8390,11.21,0,1,0,1,0
Area 969,23.5,37.86,30.68,65.75,59.06,0,343,12.44,0,0,1,0,0
Area 970,22.14,35.4,28.77,19.46,75.94,0,4137,10.87,0,0,1,1,0
Area 971,24.96,37.87,31.41,39.07,84.19,1,8038,12.46,0,0,0,1,1
Area 972,29.05,36.06,32.56,94.66,40.26,0,9792,11.51,1,1,1,1,0
Area 973,25.99,39.04,32.51,24.66,86.68,0,5594,11.39,1,0,0,0,0
Area 974,18.22,31.73,24.97,66.84,65.58,1,2809,11.22,0,1,1,1,1
Area 975,15.47,23.36,19.41,74.01,75.04,0,7801,12.7,1,1,1,1,0
Area 976,18.93,33.46,26.2,44.81,82.78,0,7895,12.25,1,1,0,1,0
Area 977,23.93,29.42,26.68,93.75,63.36,0,7188,13.41,1,0,0,0,0
Area 978,15.77,22.27,19.02,73.67,81.75,1,1147,10.97,0,1,0,0,1
Area 979,22.45,32.82,27.63,45.79,48.88,0,4478,10.16,1,1,1,0,0
Area 980,23.95,34.71,29.33,56.93,47.96,0,9607,10.73,1,0,1,0,0
Area 981,20.01,31.47,25.74,69.26,72.87,1,9678,11.37,1,1,1,1,1
Area 982,26.56,31.73,29.15,59.22,83.51,1,6644,10.72,0,0,0,0,1
Area 983,16.6,31.2,23.9,87.87,84.62,0,6811,10.33,0,0,1,0,0
Area 984,16.13,21.57,18.85,35.69,72.19,1,7321,11.78,1,1,1,0,1
Area 985,25.92,32.35,29.14,29.99,66.27,1,8713,12.71,0,1,1,0,1
Area 986,22.43,27.57,25.0,21.38,56.57,0,7092,13.01,0,1,0,1,0
Area 987,25.33,35.99,30.66,3.78,89.0,1,8162,11.59,0,0,0,1,1
Area 988,21.52,35.85,28.68,4.3,55.98,0,3901,11.91,0,1,0,0,0
Area 989,18.7,30.36,24.53,87.01,77.21,0,5462,13.02,0,1,0,0,0
Area 990,27.29,40.51,33.9,67.84,66.6,0,5573,11.41,0,0,0,1,0
Area 991,26.99,32.12,29.56,66.05,70.43,0,9703,13.14,0,1,1,0,1
Area 992,25.42,35.84,30.63,61.46,59.67,0,4670,13.87,0,0,0,1,0
Area 993,19.08,28.68,23.88,84.92,88.24,1,2552,13.52,0,0,1,0,1
Area 994,23.85,33.84,28.85,48.03,68.58,0,2183,11.81,1,1,0,0,0
Area 995,20.41,26.14,23.28,87.04,86.89,0,9642,12.32,0,1,1,0,1
Area 996,16.37,28.22,22.3,35.94,40.38,0,5263,12.87,1,0,1,1,0
Area 997,28.76,38.79,33.78,92.67,68.63,1,4933,11.4,0,1,0,1,1
Area 998,17.05,29.7,23.38,69.87,75.86,0,6901,13.2,1,1,0,0,0
Area 999,29.25,39.11,34.18,25.72,77.25,0,3440,11.75,1,1,0,1,0
Area 1000,21.69,28.18,24.94,56.41,85.25,0,3944,13.39,0,0,1,0,0
Area 1001,17.78,29.26,23.52,53.3,40.22,1,739,11.02,0,0,1,0,1
Area 1002,23.13,29.85,26.49,13.79,40.02,0,9866,10.05,1,0,1,0,0
Area 1003,28.09,41.82,34.96,59.12,63.61,1,8196,12.53,1,1,0,1,1
Area 1004,25.98,37.11,31.55,31.48,41.46,0,8251,11.81,0,1,1,0,0
Area 1005,27.1,33.67,30.38,5.23,88.73,0,8477,10.24,1,0,1,1,0
Area 1006,24.88,39.51,32.19,94.87,51.1,0,5500,11.95,0,1,0,0,0
Area 1007,25.38,35.57,30.48,64.15,63.63,1,1418,10.67,1,1,0,1,1
Area 1008,27.74,33.47,30.6,87.69,43.06,0,8819,12.52,0,0,0,1,0
Area 1009,18.75,30.01,24.38,67.61,66.1,0,3359,11.78,0,1,1,1,1
Area 1010,22.34,29.87,26.11,35.7,59.0,0,3583,10.68,0,1,1,1,1
Area 1011,18.32,31.36,24.84,51.27,42.23,0,3119,11.65,0,1,0,0,0
Area 1012,29.82,42.99,36.4,67.57,56.76,0,4879,10.93,1,1,0,0,0
Area 1013,29.16,43.95,36.56,96.03,59.57,1,9859,12.61,1,1,0,0,1
Area 1014,15.59,25.61,20.6,25.37,89.5,0,8866,11.18,1,1,0,0,0
Area 1015,25.58,35.13,30.36,87.5,50.39,0,1424,13.29,1,1,1,1,0
Area 1016,28.88,41.41,35.15,92.41,67.24,0,4504,10.06,0,0,0,0,0
Area 1017,17.71,24.03,20.87,67.04,89.37,0,9504,11.61,0,0,0,0,0
Area 1018,23.52,33.99,28.75,93.13,79.6,0,6037,12.47,1,0,1,1,0
Area 1019,28.73,39.19,33.96,39.79,89.67,0,1534,10.09,0,0,0,0,0
Area 1020,15.51,21.4,18.46,95.3,88.41,1,8829,10.86,1,0,0,0,0
Area 1021,25.46,34.64,30.05,70.28,64.48,0,7654,11.31,0,1,1,0,0
Area 1022,19.46,32.99,26.23,4.2,74.82,1,5053,10.09,1,1,1,1,1
Area 1023,28.87,42.43,35.65,90.69,45.52,0,9866,12.19,0,1,1,0,0
Area 1024,29.57,35.56,32.56,48.45,62.06,0,8484,12.52,1,1,1,1,0
Area 1025,29.16,35.07,32.12,46.03,80.45,1,9478,10.91,1,0,0,0,0
Area 1026,22.11,29.74,25.93,56.65,65.27,1,8766,12.17,1,0,0,0,0
Area 1027,27.93,41.68,34.8,14.94,75.13,0,4369,14.0,0,0,1,1,0
Area 1028,27.67,33.96,30.81,46.92,77.29,0,7478,13.55,0,0,0,0,0
Area 1029,19.79,31.99,25.89,83.11,52.67,0,2537,10.23,0,1,1,1,1
Area 1030,27.43,33.45,30.44,1.55,83.78,0,4652,10.51,1,1,0,1,0
Area 1031,15.56,26.79,21.17,27.29,62.99,0,1454,11.98,0,0,1,0,0
Area 1032,23.94,32.5,28.22,0.25,50.51,1,3500,10.98,1,0,1,1,1
Area 1033,18.45,31.34,24.89,41.57,83.27,0,7296,10.32,1,0,0,0,0
Area 1034,16.81,24.15,20.48,72.83,60.89,0,3854,11.02,1,0,0,1,0
Area 1035,16.15,27.55,21.85,79.88,77.52,0,6365,10.24,0,0,1,1,0
Area 1036,25.44,32.8,29.12,94.52,67.4,0,258,12.12,1,1,1,1,0
Area 1037,20.1,32.23,26.17,60.85,59.09,0,6841,11.96,1,1,1,1,0
Area 1038,25.87,39.61,32.74,25.46,80.49,0,1937,10.03,1,1,0,1,0
Area 1039,15.98,22.25,19.11,92.41,69.22,1,4711,11.93,0,1,1,0,1
Area 1040,19.73,33.4,26.56,77.53,59.53,0,1125,12.08,0,0,0,0,0
Area 1041,23.09,34.03,28.56,57.44,45.48,1,7912,12.42,0,1,0,0,1
Area 1042,26.86,33.13,30.0,69.56,84.77,0,7346,13.88,0,1,0,0,0
Area 1043,19.78,29.06,24.42,92.43,41.77,1,758,13.93,0,1,0,1,1
Area 1044,24.39,31.0,27.69,71.24,83.16,1,777,12.11,1,1,1,1,1
Area 1045,28.29,40.29,34.29,36.84,58.0,1,4146,13.38,0,0,0,1,1
Area 1046,24.24,36.83,30.53,71.3,71.97,1,3921,10.34,0,0,0,0,1
Area 1047,18.49,24.55,21.52,4.03,86.11,0,2475,12.12,0,1,1,1,1
Area 1048,15.37,25.43,20.4,38.64,47.59,1,375,12.72,1,1,0,1,1
Area 1049,28.05,41.2,34.62,40.63,68.35,1,6959,12.26,0,1,1,1,1
Area 1050,15.32,29.68,22.5,16.68,78.22,0,1688,10.92,0,0,0,1,0
Area 1051,28.12,38.26,33.19,2.31,77.88,0,4681,10.25,0,0,1,0,0
Area 1052,22.93,37.44,30.19,13.34,66.28,0,345,11.55,1,0,0,0,0
Area 1053,29.09,39.44,34.26,65.46,71.24,0,9180,12.59,0,0,0,0,0
Area 1054,26.98,35.92,31.45,80.23,77.88,0,6770,13.97,0,0,1,1,0
Area 1055,29.97,43.45,36.71,98.82,82.05,0,8292,10.95,0,0,1,1,0
Area 1056,20.26,30.19,25.23,34.64,78.09,0,2284,13.67,0,1,1,0,1
Area 1057,26.51,36.23,31.37,59.94,57.7,1,3351,10.27,0,1,0,1,1
Area 1058,21.03,30.93,25.98,93.71,89.84,0,5963,13.72,1,1,0,0,0
Area 1059,22.2,35.67,28.93,16.7,61.73,1,3151,13.33,1,0,1,1,1
Area 1060,24.41,37.73,31.07,71.76,41.22,0,9802,10.08,0,1,0,1,0
Area 1061,28.11,37.14,32.62,75.5,58.13,0,3871,11.19,0,1,0,1,0
Area 1062,29.76,38.09,33.93,8.9,46.39,0,9420,10.2,0,1,1,1,1
Area 1063,26.52,36.44,31.48,86.12,46.07,0,8989,13.98,0,0,1,1,0
Area 1064,21.27,31.99,26.63,81.31,54.08,0,9380,11.71,0,0,1,0,0
Area 1065,21.32,28.7,25.01,3.34,42.67,0,2519,12.65,1,1,1,1,0
Area 1066,26.06,39.0,32.53,9.11,74.43,0,7496,10.94,0,0,0,1,0
Area 1067,18.58,28.45,23.51,4.91,43.7,0,2728,13.73,1,0,0,0,0
Area 1068,16.66,25.0,20.83,33.47,50.16,0,7409,11.1,0,0,1,1,0
Area 1069,20.32,26.39,23.35,50.93,44.64,0,785,11.04,0,0,0,1,0
Area 1070,19.31,26.7,23.0,53.23,43.16,0,2856,11.26,0,1,1,0,0
Area 1071,19.44,33.94,26.69,26.77,53.39,0,5123,11.85,0,1,0,1,0
Area 1072,18.5,26.56,22.53,91.16,68.59,0,4935,10.07,1,1,1,1,0
Area 1073,15.63,22.32,18.98,36.83,88.23,0,2072,12.39,1,1,1,0,0
Area 1074,15.27,24.87,20.07,4.56,83.78,0,810,10.13,0,1,1,1,1
Area 1075,29.82,37.89,33.85,30.02,83.8,0,8616,12.16,1,0,1,0,0
Area 1076,21.42,26.77,24.09,53.11,48.8,0,5185,11.83,0,0,0,0,0
Area 1077,20.76,29.0,24.88,40.82,53.25,0,5746,10.97,1,0,1,0,0
Area 1078,25.19,35.64,30.42,27.38,43.82,0,4993,11.32,1,0,0,0,0
Area 1079,18.27,28.79,23.53,13.13,78.92,0,2694,12.82,1,1,0,0,0
Area 1080,29.25,37.82,33.53,81.92,43.49,0,1192,10.04,0,0,1,1,0
Area 1081,26.8,36.27,31.53,99.61,67.83,1,3055,11.27,1,0,0,0,0
Area 1082,16.34,31.0,23.67,32.95,52.39,1,8503,12.72,1,0,1,1,1
Area 1083,21.26,30.04,25.65,38.16,52.17,0,9873,10.61,0,1,1,1,1
Area 1084,28.19,35.77,31.98,61.8,89.54,1,9735,12.24,0,1,0,0,1
Area 1085,29.17,36.61,32.89,71.84,77.84,0,4243,10.68,0,1,0,0,0
Area 1086,22.01,31.59,26.8,39.2,81.85,0,8870,10.62,0,0,0,0,0
Area 1087,24.2,36.8,30.5,90.49,68.6,1,7744,13.09,0,1,0,0,1
Area 1088,17.51,24.57,21.04,56.0,83.55,1,3097,11.07,0,0,0,1,1
Area 1089,29.87,41.96,35.91,45.04,72.27,0,5308,11.5,0,0,0,0,0
Area 1090,18.48,23.69,21.08,64.67,87.31,0,3079,12.92,0,0,1,0,0
Area 1091,29.14,38.33,33.74,95.28,54.07,0,3705,10.72,1,0,1,0,0
Area 1092,24.74,37.5,31.12,79.46,69.77,0,521,12.13,0,1,1,1,1
Area 1093,24.12,32.5,28.31,4.0,74.51,0,710,13.67,1,0,0,0,0
Area 1094,22.69,33.33,28.01,33.23,59.65,0,8737,12.22,0,0,0,0,0
Area 1095,18.46,25.51,21.98,47.05,83.99,1,9252,10.2,1,0,0,1,1
Area 1096,17.65,30.07,23.86,31.45,88.99,0,230,12.36,0,1,0,1,1
Area 1097,18.31,23.83,21.07,70.02,64.69,1,2747,10.36,0,1,1,0,1
Area 1098,17.8,31.32,24.56,82.63,59.53,0,6773,11.13,0,1,1,1,1
Area 1099,26.69,33.68,30.18,73.13,63.6,0,3829,13.4,1,1,0,0,0
Area 1100,20.25,34.0,27.12,98.93,82.64,0,4531,10.04,1,1,0,0,0
Area 1101,15.87,24.39,20.13,27.25,72.27,0,1124,10.31,1,0,0,1,0
Area 1102,29.54,41.76,35.65,87.5,42.24,0,9944,11.45,0,0,0,1,0
Area 1103,28.26,36.45,32.35,76.66,67.11,0,7139,14.0,0,1,1,1,1
Area 1104,28.92,42.98,35.95,36.22,40.87,0,637,11.17,0,1,1,1,1
Area 1105,29.92,36.19,33.06,73.41,78.93,0,4691,10.63,0,1,1,0,1
Area 1106,17.61,24.39,21.0,10.41,56.42,0,3183,12.2,0,1,1,1,1
Area 1107,20.94,30.87,25.91,78.93,63.6,0,607,12.08,0,1,0,0,0
Area 1108,26.37,32.19,29.28,53.23,79.93,0,4024,11.8,0,1,0,1,1
Area 1109,25.44,32.4,28.92,29.23,42.32,0,8972,13.79,0,1,0,0,0
Area 1110,17.31,31.75,24.53,65.58,47.93,0,2712,11.12,0,0,1,0,0
Area 1111,27.24,42.0,34.62,64.16,59.9,1,4976,11.17,1,0,1,0,0
Area 1112,18.37,27.13,22.75,20.95,51.5,0,9051,10.56,0,1,0,0,0
Area 1113,18.36,32.59,25.47,3.04,56.9,0,4323,12.79,1,0,0,0,0
Area 1114,23.05,33.5,28.28,43.36,89.91,0,3247,11.29,0,0,0,0,0
Area 1115,23.89,31.59,27.74,56.95,81.27,0,2293,13.21,0,0,0,0,0
Area 1116,23.7,35.73,29.71,87.66,84.2,0,8182,13.89,1,0,1,0,0
Area 1117,16.37,27.96,22.17,92.82,86.85,0,2646,10.17,1,1,1,0,0
Area 1118,28.16,43.05,35.61,52.88,57.05,1,5161,13.97,1,1,1,0,1
Area 1119,18.98,26.63,22.81,75.38,54.85,0,4755,11.02,1,1,0,0,0
Area 1120,16.94,28.66,22.8,43.93,51.7,0,1322,11.68,1,1,1,1,0
Area 1121,28.33,33.85,31.09,74.61,81.51,0,7850,13.11,1,0,1,1,0
Area 1122,29.33,35.47,32.4,20.48,73.98,0,5119,12.66,1,0,1,1,0
Area 1123,27.93,32.97,30.45,37.11,51.81,0,3674,13.11,1,1,0,0,0
Area 1124,27.14,42.14,34.64,63.42,58.85,1,5823,11.87,0,0,1,0,1
Area 1125,24.83,37.85,31.34,1.82,65.34,1,6646,13.66,1,1,1,1,1
Area 1126,23.26,36.13,29.7,72.25,66.41,1,3123,13.16,0,1,1,0,1
Area 1127,16.3,26.4,21.35,83.55,84.44,0,3380,11.24,1,0,1,1,0
Area 1128,21.13,29.13,25.13,39.91,59.03,1,9363,13.79,0,0,0,0,1
Area 1129,20.59,27.1,23.85,44.79,85.43,0,640,13.84,0,0,0,1,0
Area 1130,18.9,26.74,22.82,85.13,62.07,1,610,11.66,1,0,0,1,0
Area 1131,25.85,34.61,30.23,77.57,77.32,1,6262,12.61,0,0,0,1,1
Area 1132,22.44,35.0,28.72,28.81,86.51,0,6802,13.26,1,1,0,1,0
Area 1133,16.22,26.61,21.41,32.4,85.38,0,444,13.27,0,1,0,1,1
Area 1134,18.3,24.08,21.19,67.89,42.85,0,5279,10.06,0,0,1,1,0
Area 1135,25.25,30.43,27.84,56.32,50.29,1,8183,12.52,1,1,1,0,1
Area 1136,16.14,22.17,19.15,16.22,63.85,0,6472,13.89,0,0,1,0,0
Area 1137,27.77,36.87,32.32,30.99,61.58,1,2580,10.93,1,0,0,0,0
Area 1138,22.43,36.76,29.59,90.0,72.04,0,8690,13.18,0,1,0,0,0
Area 1139,22.21,33.58,27.9,68.82,87.24,0,5919,12.14,1,1,0,1,0
Area 1140,23.89,36.9,30.4,98.6,45.62,0,6842,10.89,1,1,1,0,0
Area 1141,27.37,37.03,32.2,76.7,62.59,1,9586,10.2,1,1,0,0,1
Area 1142,20.22,28.83,24.53,94.2,49.62,0,7000,13.04,1,1,0,1,0
Area 1143,25.17,31.25,28.21,21.62,84.71,0,5738,11.27,0,1,0,1,1
Area 1144,23.49,37.25,30.37,77.15,88.23,0,6000,11.5,1,1,1,1,0
Area 1145,19.01,31.84,25.42,2.02,63.94,0,5623,11.94,1,1,0,0,0
Area 1146,28.18,34.86,31.52,67.08,45.2,0,3949,12.03,0,0,0,0,0
Area 1147,26.96,37.08,32.02,46.93,79.26,0,1877,10.82,0,1,1,0,1
Area 1148,24.88,34.75,29.81,34.68,74.86,1,8671,12.68,1,0,1,0,1
Area 1149,27.76,39.01,33.38,86.24,57.73,1,3863,12.77,1,0,0,1,0
Area 1150,28.01,42.47,35.24,85.43,84.37,0,9953,10.57,0,0,1,0,0
Area 1151,25.63,36.42,31.02,2.23,88.79,1,3158,12.13,0,1,0,0,1
Area 1152,27.56,37.96,32.76,60.95,67.89,1,9598,12.44,0,0,1,0,1
Area 1153,25.46,30.97,28.21,36.78,68.29,0,2565,10.75,0,0,1,0,0
Area 1154,25.2,30.83,28.02,41.57,54.88,0,4551,13.58,0,0,1,1,0
Area 1155,24.28,31.15,27.72,83.2,69.23,0,115,11.93,0,1,0,1,1
Area 1156,26.29,31.62,28.95,30.98,61.98,0,4510,10.46,0,0,1,0,0
Area 1157,17.38,29.81,23.6,94.3,55.11,0,2680,11.34,1,1,1,1,0
Area 1158,28.21,40.45,34.33,17.96,43.36,1,5235,11.91,1,1,1,0,1
Area 1159,28.08,34.44,31.26,66.27,52.64,1,8048,10.04,0,0,1,1,1
Area 1160,15.44,28.8,22.12,67.21,49.89,0,2692,10.13,0,1,0,0,0
Area 1161,27.39,33.94,30.66,25.22,67.1,0,4889,10.22,1,0,0,0,0
Area 1162,16.93,24.94,20.94,32.48,70.08,0,8360,12.15,1,0,1,1,0
Area 1163,20.03,27.52,23.77,83.48,70.43,1,8702,11.34,1,1,0,0,1
Area 1164,26.15,34.88,30.51,76.18,59.41,0,7332,13.57,1,1,0,0,0
Area 1165,17.41,24.96,21.18,32.91,61.06,0,8193,12.24,0,0,0,1,0
Area 1166,27.27,37.16,32.21,53.4,81.71,0,1018,13.04,0,1,0,1,1
Area 1167,27.48,36.56,32.02,6.17,63.81,0,4935,12.75,1,0,1,1,0
Area 1168,22.61,37.48,30.04,20.87,89.39,0,9782,12.08,0,1,1,0,1
Area 1169,15.1,20.66,17.88,48.58,61.98,1,3443,12.98,0,1,1,0,1
Area 1170,19.31,25.73,22.52,8.6,72.48,0,2586,12.18,0,0,1,1,0
Area 1171,24.25,29.78,27.02,84.33,42.52,1,6973,11.54,0,1,1,0,1
Area 1172,29.72,40.98,35.35,71.8,72.67,0,372,11.74,0,0,1,0,0
Area 1173,24.48,30.02,27.25,94.36,82.57,0,4654,13.35,0,1,0,1,1
Area 1174,18.9,32.26,25.58,69.35,87.12,0,919,12.25,0,1,1,1,1
Area 1175,24.51,34.63,29.57,94.04,89.87,1,5392,11.51,0,1,1,1,1
Area 1176,23.1,33.37,28.23,55.45,54.11,1,2715,10.72,1,0,1,1,1
Area 1177,26.7,37.31,32.01,60.02,68.77,0,6169,11.98,1,0,0,1,0
Area 1178,16.6,23.31,19.96,97.7,62.54,1,5740,11.01,1,1,0,1,1
Area 1179,26.42,33.39,29.9,64.21,68.19,0,4084,13.82,0,1,1,1,1
Area 1180,23.12,31.31,27.21,3.08,47.87,0,4990,11.96,0,1,1,1,1
Area 1181,29.44,40.38,34.91,72.38,82.81,0,7801,10.04,0,1,1,1,1
Area 1182,20.13,27.23,23.68,90.55,85.48,1,5291,10.37,0,1,1,0,1
Area 1183,24.49,30.65,27.57,79.56,62.48,0,3081,11.14,0,0,0,1,0
Area 1184,28.98,43.68,36.33,58.38,54.02,0,3139,10.37,0,0,0,1,0
Area 1185,16.54,21.76,19.15,67.13,47.04,0,5035,13.58,0,1,1,1,1
Area 1186,29.06,42.09,35.57,99.02,74.19,0,702,13.42,1,0,0,0,0
Area 1187,25.32,38.2,31.76,9.07,55.61,0,7559,13.88,1,1,0,0,0
Area 1188,16.02,23.99,20.0,66.72,85.48,0,7519,12.83,0,0,1,1,0
Area 1189,19.51,25.87,22.69,28.34,73.55,0,9724,12.58,1,1,1,0,0
Area 1190,25.62,32.08,28.85,64.01,72.28,1,8547,13.69,0,1,0,1,1
Area 1191,16.01,27.98,22.0,60.76,67.97,0,7792,13.79,1,0,1,1,0
Area 1192,23.73,35.16,29.45,15.35,42.29,0,2587,13.51,0,1,1,0,0
Area 1193,20.19,33.02,26.6,20.67,86.6,0,1458,13.45,0,1,1,1,1
Area 1194,24.31,38.69,31.5,62.16,71.4,0,789,12.69,1,0,1,1,0
Area 1195,15.69,27.61,21.65,12.82,89.7,1,8599,10.01,0,1,1,0,1
Area 1196,28.07,34.63,31.35,26.52,66.87,0,6231,11.72,1,0,1,0,0
Area 1197,29.6,37.04,33.32,83.52,75.51,1,9988,12.54,0,1,0,1,1
Area 1198,29.53,42.96,36.24,32.71,42.81,1,3266,12.19,1,0,0,0,0
Area 1199,26.24,33.34,29.79,48.81,71.59,1,8700,13.28,0,1,0,0,1
Area 1200,16.95,22.68,19.81,94.11,78.23,0,925,13.28,0,0,0,1,0
Area 1201,26.37,38.41,32.39,22.71,78.93,0,1291,12.39,1,1,0,0,0
Area 1202,15.37,24.39,19.88,38.96,78.51,0,5747,10.09,1,1,0,0,0
Area 1203,15.33,29.53,22.43,60.65,51.31,1,6885,11.48,1,1,0,0,1
Area 1204,19.85,31.36,25.61,75.53,88.77,0,6913,10.92,0,1,0,0,0
Area 1205,22.33,28.23,25.28,90.17,89.76,0,5741,11.36,0,0,0,0,0
Area 1206,26.56,41.03,33.8,91.55,43.78,0,633,12.47,0,1,0,0,0
Area 1207,25.25,32.84,29.04,77.66,86.82,0,6610,10.27,0,0,0,1,0
Area 1208,21.69,30.06,25.87,22.83,54.47,1,1307,10.09,1,0,0,1,0
Area 1209,19.1,28.13,23.62,2.48,74.46,0,8708,11.75,0,0,0,0,0
Area 1210,29.96,35.47,32.71,38.38,56.91,0,1337,13.17,1,1,1,0,0
Area 1211,21.39,31.36,26.38,14.15,88.39,0,5043,10.12,0,1,0,0,0
Area 1212,21.77,28.0,24.89,71.04,45.08,0,4865,13.4,0,1,1,0,0
Area 1213,17.45,26.46,21.96,66.11,64.89,1,4936,11.54,0,0,1,1,1
Area 1214,26.92,35.43,31.18,4.4,61.4,1,559,10.47,0,0,0,1,1
Area 1215,25.41,38.13,31.77,83.66,56.3,0,8941,12.27,0,1,0,0,0
Area 1216,18.31,31.34,24.83,24.87,72.28,0,219,13.81,0,1,0,0,0
Area 1217,16.24,22.77,19.5,43.22,46.55,0,4868,12.17,1,0,1,1,0
Area 1218,25.21,33.87,29.54,66.79,75.83,1,6080,12.75,1,1,1,1,1
Area 1219,24.82,33.55,29.18,42.94,89.03,1,8609,13.27,1,1,0,0,1
Area 1220,19.1,25.61,22.36,44.13,80.23,1,6581,13.2,0,1,0,1,1
Area 1221,29.26,42.25,35.76,6.56,83.0,0,6398,10.29,0,0,0,0,0
Area 1222,17.27,29.34,23.3,40.14,57.98,1,9159,12.96,0,1,0,0,1
Area 1223,21.49,28.39,24.94,76.48,56.24,1,3326,13.8,0,1,1,0,1
Area 1224,29.15,37.82,33.49,91.52,65.85,0,8685,12.8,0,0,1,0,0
Area 1225,21.3,27.35,24.32,41.35,42.29,0,2652,13.35,1,0,1,0,0
Area 1226,24.58,35.86,30.22,42.36,87.27,1,5478,11.94,0,1,1,1,1
Area 1227,20.96,27.18,24.07,70.26,47.19,0,3328,11.28,0,0,0,0,0
Area 1228,19.11,33.97,26.54,94.28,85.15,0,176,12.7,1,0,0,0,0
Area 1229,29.76,42.57,36.16,26.71,44.18,0,3510,11.97,0,0,1,0,0
Area 1230,21.14,30.04,25.59,44.01,81.13,0,508,13.58,1,1,1,0,0
Area 1231,28.41,39.2,33.8,79.6,47.6,0,4192,13.9,1,0,0,1,0
Area 1232,18.45,32.56,25.51,60.97,41.91,0,2367,13.28,0,0,0,0,0
Area 1233,18.2,28.74,23.47,11.06,75.97,1,9035,13.97,1,0,1,1,1
Area 1234,15.47,22.21,18.84,62.77,54.01,1,4628,11.39,0,0,1,1,1
Area 1235,24.78,33.56,29.17,18.67,75.72,1,5674,13.58,1,1,0,0,1
Area 1236,20.53,33.96,27.24,51.02,67.75,0,5873,11.32,0,0,1,1,0
Area 1237,27.97,39.41,33.69,52.91,45.44,0,3934,10.47,0,1,0,0,0
Area 1238,22.1,33.61,27.85,87.62,86.61,0,4097,12.49,1,0,0,0,0
Area 1239,29.52,43.19,36.36,46.25,62.62,0,7407,11.82,0,1,1,0,0
Area 1240,17.78,31.72,24.75,27.94,76.72,0,9279,13.69,1,1,1,0,0
Area 1241,28.03,42.23,35.13,23.1,65.05,1,5717,11.97,0,0,0,0,1
Area 1242,26.65,32.6,29.62,87.43,70.22,0,2801,13.71,1,1,1,1,0
Area 1243,26.56,37.01,31.78,17.1,55.14,0,3812,10.31,0,1,0,1,0
Area 1244,27.67,40.08,33.87,42.59,50.02,0,4007,13.32,1,1,0,0,0
Area 1245,26.42,38.98,32.7,18.72,67.13,0,9046,13.04,0,0,0,1,0
Area 1246,24.39,35.46,29.93,77.33,62.01,1,775,12.88,0,1,1,0,1
Area 1247,16.97,23.64,20.3,47.44,59.51,1,5027,11.42,1,1,0,1,1
Area 1248,15.49,28.46,21.97,35.11,73.63,0,5449,13.14,1,1,1,1,0
Area 1249,28.81,41.01,34.91,36.11,74.53,0,6268,11.93,1,1,0,0,0
Area 1250,24.25,30.11,27.18,85.22,42.3,0,3575,12.86,0,1,0,1,0
Area 1251,26.95,36.59,31.77,55.38,56.94,1,6916,12.21,1,0,1,1,1
Area 1252,22.22,28.96,25.59,71.79,60.59,0,641,10.63,0,0,0,0,0
Area 1253,16.76,25.13,20.95,89.7,44.84,0,264,10.26,1,0,0,0,0
